source,target
YOUNG GIRL,JAPSER SITWELL
REPORTER,JAPSER SITWELL
PILOT,JAPSER SITWELL
THE OTHER,JAPSER SITWELL
SHIELD AGENT,JAPSER SITWELL
SECURITY GUARD,JAPSER SITWELL
MARIA HILL,JAPSER SITWELL
PHIL COULSON,JAPSER SITWELL
JARVIS,JAPSER SITWELL
NICK FURY,JAPSER SITWELL
WEASELLY THUG,THE OTHER
YOUNG SHIELD PILOT,THE OTHER
WIFE,THE OTHER
THE SENATOR,THE OTHER
WAITRESS,THE OTHER
YOUNG COP,THE OTHER
YOUNG GIRL,THE OTHER
THOR,THE OTHER
TONY STARK,THE OTHER
MAINTENANCE GUY,INTERCOM VOICE
WEASELLY THUG,INTERCOM VOICE
NASA SCIENTIST,INTERCOM VOICE
YOUNG SHIELD PILOT,INTERCOM VOICE
SCIENTIST,INTERCOM VOICE
OFF SCREEN WORKER,INTERCOM VOICE
WIFE,INTERCOM VOICE
SHIELD ENGINEER,INTERCOM VOICE
NOVAR,INTERCOM VOICE
MALE CITIZEN,INTERCOM VOICE
THE SENATOR,INTERCOM VOICE
MALE REPORTER,INTERCOM VOICE
WAITRESS,INTERCOM VOICE
YOUNG COP,INTERCOM VOICE
JET PILOT,INTERCOM VOICE
SHIELD WORKER,INTERCOM VOICE
POLICE SERGEANT,INTERCOM VOICE
YOUNG GIRL,INTERCOM VOICE
MALE AGENT,INTERCOM VOICE
REPORTER,INTERCOM VOICE
PILOT,INTERCOM VOICE
THE OTHER,INTERCOM VOICE
JAPSER SITWELL,INTERCOM VOICE
STAN LEE,INTERCOM VOICE
SHIELD AGENT,INTERCOM VOICE
SECURITY GUARD,INTERCOM VOICE
MARIA HILL,INTERCOM VOICE
PEGGY CARTER,INTERCOM VOICE
PHIL COULSON,INTERCOM VOICE
JARVIS,INTERCOM VOICE
LOKI,INTERCOM VOICE
NICK FURY,INTERCOM VOICE
PEPPER POTTS,INTERCOM VOICE
NATASHA ROMANOFF,INTERCOM VOICE
THOR,INTERCOM VOICE
STEVE ROGERS,INTERCOM VOICE
TONY STARK,INTERCOM VOICE
MAINTENANCE GUY,GEORGI LUCHKOV
WEASELLY THUG,GEORGI LUCHKOV
NASA SCIENTIST,GEORGI LUCHKOV
YOUNG SHIELD PILOT,GEORGI LUCHKOV
HELICARRIER INTERCOM,GEORGI LUCHKOV
SCIENTIST,GEORGI LUCHKOV
OFF SCREEN WORKER,GEORGI LUCHKOV
WIFE,GEORGI LUCHKOV
SHIELD ENGINEER,GEORGI LUCHKOV
HUSBAND,GEORGI LUCHKOV
NOVAR,GEORGI LUCHKOV
MALE CITIZEN,GEORGI LUCHKOV
THE SENATOR,GEORGI LUCHKOV
MALE REPORTER,GEORGI LUCHKOV
WAITRESS,GEORGI LUCHKOV
GERMAN OLD MAN,GEORGI LUCHKOV
YOUNG COP,GEORGI LUCHKOV
JET PILOT,GEORGI LUCHKOV
SHIELD WORKER,GEORGI LUCHKOV
POLICE SERGEANT,GEORGI LUCHKOV
YOUNG GIRL,GEORGI LUCHKOV
MALE AGENT,GEORGI LUCHKOV
REPORTER,GEORGI LUCHKOV
PILOT,GEORGI LUCHKOV
INTERCOM VOICE,GEORGI LUCHKOV
THE OTHER,GEORGI LUCHKOV
JAPSER SITWELL,GEORGI LUCHKOV
STAN LEE,GEORGI LUCHKOV
SHIELD AGENT,GEORGI LUCHKOV
SECURITY GUARD,GEORGI LUCHKOV
HULK,GEORGI LUCHKOV
MARIA HILL,GEORGI LUCHKOV
PEGGY CARTER,GEORGI LUCHKOV
PHIL COULSON,GEORGI LUCHKOV
JARVIS,GEORGI LUCHKOV
LOKI,GEORGI LUCHKOV
NICK FURY,GEORGI LUCHKOV
PEPPER POTTS,GEORGI LUCHKOV
NATASHA ROMANOFF,GEORGI LUCHKOV
THOR,GEORGI LUCHKOV
STEVE ROGERS,GEORGI LUCHKOV
TONY STARK,GEORGI LUCHKOV
MAINTENANCE GUY,COUNCILWOMAN
WEASELLY THUG,COUNCILWOMAN
NASA SCIENTIST,COUNCILWOMAN
YOUNG SHIELD PILOT,COUNCILWOMAN
HELICARRIER INTERCOM,COUNCILWOMAN
FEMALE CITIZEN,COUNCILWOMAN
SCIENTIST,COUNCILWOMAN
OFF SCREEN WORKER,COUNCILWOMAN
FACELESS PILOT,COUNCILWOMAN
WIFE,COUNCILWOMAN
SHIELD ENGINEER,COUNCILWOMAN
HUSBAND,COUNCILWOMAN
NOVAR,COUNCILWOMAN
MALE CITIZEN,COUNCILWOMAN
THE SENATOR,COUNCILWOMAN
MALE REPORTER,COUNCILWOMAN
WAITRESS,COUNCILWOMAN
GERMAN OLD MAN,COUNCILWOMAN
FEMALE CARRIER BRIDGE TECH,COUNCILWOMAN
YOUNG COP,COUNCILWOMAN
JET PILOT,COUNCILWOMAN
SHIELD WORKER,COUNCILWOMAN
POLICE SERGEANT,COUNCILWOMAN
YOUNG GIRL,COUNCILWOMAN
MALE AGENT,COUNCILWOMAN
REPORTER,COUNCILWOMAN
PILOT,COUNCILWOMAN
GEORGI LUCHKOV,COUNCILWOMAN
INTERCOM VOICE,COUNCILWOMAN
THE OTHER,COUNCILWOMAN
JAPSER SITWELL,COUNCILWOMAN
STAN LEE,COUNCILWOMAN
SHIELD AGENT,COUNCILWOMAN
SECURITY GUARD,COUNCILWOMAN
HULK,COUNCILWOMAN
MARIA HILL,COUNCILWOMAN
PEGGY CARTER,COUNCILWOMAN
PHIL COULSON,COUNCILWOMAN
ERIK SELVIG,COUNCILWOMAN
JARVIS,COUNCILWOMAN
LOKI,COUNCILWOMAN
NICK FURY,COUNCILWOMAN
PEPPER POTTS,COUNCILWOMAN
NATASHA ROMANOFF,COUNCILWOMAN
THOR,COUNCILWOMAN
STEVE ROGERS,COUNCILWOMAN
TONY STARK,COUNCILWOMAN
WEASELLY THUG,PILOT
YOUNG SHIELD PILOT,PILOT
SCIENTIST,PILOT
WIFE,PILOT
SHIELD ENGINEER,PILOT
THE SENATOR,PILOT
WAITRESS,PILOT
YOUNG COP,PILOT
SHIELD WORKER,PILOT
POLICE SERGEANT,PILOT
YOUNG GIRL,PILOT
REPORTER,PILOT
THE OTHER,PILOT
SECURITY GUARD,PILOT
THOR,PILOT
TONY STARK,PILOT
WEASELLY THUG,REPORTER
YOUNG SHIELD PILOT,REPORTER
SCIENTIST,REPORTER
WIFE,REPORTER
SHIELD ENGINEER,REPORTER
THE SENATOR,REPORTER
WAITRESS,REPORTER
YOUNG COP,REPORTER
SHIELD WORKER,REPORTER
YOUNG GIRL,REPORTER
THE OTHER,REPORTER
THOR,REPORTER
STEVE ROGERS,REPORTER
WEASELLY THUG,MALE AGENT
NASA SCIENTIST,MALE AGENT
YOUNG SHIELD PILOT,MALE AGENT
SCIENTIST,MALE AGENT
OFF SCREEN WORKER,MALE AGENT
WIFE,MALE AGENT
SHIELD ENGINEER,MALE AGENT
NOVAR,MALE AGENT
MALE CITIZEN,MALE AGENT
THE SENATOR,MALE AGENT
MALE REPORTER,MALE AGENT
WAITRESS,MALE AGENT
YOUNG COP,MALE AGENT
SHIELD WORKER,MALE AGENT
POLICE SERGEANT,MALE AGENT
YOUNG GIRL,MALE AGENT
REPORTER,MALE AGENT
PILOT,MALE AGENT
THE OTHER,MALE AGENT
SHIELD AGENT,MALE AGENT
SECURITY GUARD,MALE AGENT
MARIA HILL,MALE AGENT
PHIL COULSON,MALE AGENT
NICK FURY,MALE AGENT
YOUNG SHIELD PILOT,YOUNG GIRL
WEASELLY THUG,POLICE SERGEANT
YOUNG SHIELD PILOT,POLICE SERGEANT
SCIENTIST,POLICE SERGEANT
WIFE,POLICE SERGEANT
SHIELD ENGINEER,POLICE SERGEANT
THE SENATOR,POLICE SERGEANT
WAITRESS,POLICE SERGEANT
YOUNG COP,POLICE SERGEANT
SHIELD WORKER,POLICE SERGEANT
YOUNG GIRL,POLICE SERGEANT
REPORTER,POLICE SERGEANT
THE OTHER,POLICE SERGEANT
STAN LEE,POLICE SERGEANT
SHIELD AGENT,POLICE SERGEANT
SECURITY GUARD,POLICE SERGEANT
THOR,POLICE SERGEANT
STEVE ROGERS,POLICE SERGEANT
TONY STARK,POLICE SERGEANT
MAINTENANCE GUY,CARRIER BRIDGE TECH 1
WEASELLY THUG,CARRIER BRIDGE TECH 1
NASA SCIENTIST,CARRIER BRIDGE TECH 1
COUNCILMAN 2,CARRIER BRIDGE TECH 1
YOUNG SHIELD PILOT,CARRIER BRIDGE TECH 1
HELICARRIER INTERCOM,CARRIER BRIDGE TECH 1
FEMALE CITIZEN,CARRIER BRIDGE TECH 1
SCIENTIST,CARRIER BRIDGE TECH 1
OFF SCREEN WORKER,CARRIER BRIDGE TECH 1
FACELESS PILOT,CARRIER BRIDGE TECH 1
WIFE,CARRIER BRIDGE TECH 1
SHIELD ENGINEER,CARRIER BRIDGE TECH 1
HUSBAND,CARRIER BRIDGE TECH 1
NOVAR,CARRIER BRIDGE TECH 1
MALE CITIZEN,CARRIER BRIDGE TECH 1
THE SENATOR,CARRIER BRIDGE TECH 1
MALE REPORTER,CARRIER BRIDGE TECH 1
WAITRESS,CARRIER BRIDGE TECH 1
GERMAN OLD MAN,CARRIER BRIDGE TECH 1
FEMALE CARRIER BRIDGE TECH,CARRIER BRIDGE TECH 1
YOUNG COP,CARRIER BRIDGE TECH 1
JET PILOT,CARRIER BRIDGE TECH 1
SHIELD WORKER,CARRIER BRIDGE TECH 1
POLICE SERGEANT,CARRIER BRIDGE TECH 1
YOUNG GIRL,CARRIER BRIDGE TECH 1
MALE AGENT,CARRIER BRIDGE TECH 1
REPORTER,CARRIER BRIDGE TECH 1
PILOT,CARRIER BRIDGE TECH 1
COUNCILWOMAN,CARRIER BRIDGE TECH 1
GEORGI LUCHKOV,CARRIER BRIDGE TECH 1
INTERCOM VOICE,CARRIER BRIDGE TECH 1
THE OTHER,CARRIER BRIDGE TECH 1
JAPSER SITWELL,CARRIER BRIDGE TECH 1
COUNCILMAN,CARRIER BRIDGE TECH 1
STAN LEE,CARRIER BRIDGE TECH 1
SHIELD AGENT,CARRIER BRIDGE TECH 1
SECURITY GUARD,CARRIER BRIDGE TECH 1
HULK,CARRIER BRIDGE TECH 1
MARIA HILL,CARRIER BRIDGE TECH 1
PEGGY CARTER,CARRIER BRIDGE TECH 1
PHIL COULSON,CARRIER BRIDGE TECH 1
ERIK SELVIG,CARRIER BRIDGE TECH 1
JARVIS,CARRIER BRIDGE TECH 1
CLINT BARTON,CARRIER BRIDGE TECH 1
LOKI,CARRIER BRIDGE TECH 1
NICK FURY,CARRIER BRIDGE TECH 1
PEPPER POTTS,CARRIER BRIDGE TECH 1
NATASHA ROMANOFF,CARRIER BRIDGE TECH 1
THOR,CARRIER BRIDGE TECH 1
STEVE ROGERS,CARRIER BRIDGE TECH 1
TONY STARK,CARRIER BRIDGE TECH 1
WEASELLY THUG,SHIELD WORKER
YOUNG SHIELD PILOT,SHIELD WORKER
WIFE,SHIELD WORKER
THE SENATOR,SHIELD WORKER
WAITRESS,SHIELD WORKER
YOUNG COP,SHIELD WORKER
YOUNG GIRL,SHIELD WORKER
THE OTHER,SHIELD WORKER
STAN LEE,SHIELD WORKER
THOR,SHIELD WORKER
STEVE ROGERS,SHIELD WORKER
TONY STARK,SHIELD WORKER
MAINTENANCE GUY,JET PILOT
WEASELLY THUG,JET PILOT
NASA SCIENTIST,JET PILOT
YOUNG SHIELD PILOT,JET PILOT
SCIENTIST,JET PILOT
OFF SCREEN WORKER,JET PILOT
WIFE,JET PILOT
SHIELD ENGINEER,JET PILOT
NOVAR,JET PILOT
MALE CITIZEN,JET PILOT
THE SENATOR,JET PILOT
MALE REPORTER,JET PILOT
WAITRESS,JET PILOT
YOUNG COP,JET PILOT
SHIELD WORKER,JET PILOT
POLICE SERGEANT,JET PILOT
YOUNG GIRL,JET PILOT
MALE AGENT,JET PILOT
REPORTER,JET PILOT
PILOT,JET PILOT
THE OTHER,JET PILOT
STAN LEE,JET PILOT
SHIELD AGENT,JET PILOT
SECURITY GUARD,JET PILOT
MARIA HILL,JET PILOT
PEGGY CARTER,JET PILOT
PHIL COULSON,JET PILOT
LOKI,JET PILOT
NICK FURY,JET PILOT
PEPPER POTTS,JET PILOT
NATASHA ROMANOFF,JET PILOT
THOR,JET PILOT
STEVE ROGERS,JET PILOT
TONY STARK,JET PILOT
YOUNG SHIELD PILOT,YOUNG COP
YOUNG GIRL,YOUNG COP
MAINTENANCE GUY,FEMALE CARRIER BRIDGE TECH
WEASELLY THUG,FEMALE CARRIER BRIDGE TECH
NASA SCIENTIST,FEMALE CARRIER BRIDGE TECH
YOUNG SHIELD PILOT,FEMALE CARRIER BRIDGE TECH
HELICARRIER INTERCOM,FEMALE CARRIER BRIDGE TECH
FEMALE CITIZEN,FEMALE CARRIER BRIDGE TECH
SCIENTIST,FEMALE CARRIER BRIDGE TECH
OFF SCREEN WORKER,FEMALE CARRIER BRIDGE TECH
WIFE,FEMALE CARRIER BRIDGE TECH
SHIELD ENGINEER,FEMALE CARRIER BRIDGE TECH
HUSBAND,FEMALE CARRIER BRIDGE TECH
NOVAR,FEMALE CARRIER BRIDGE TECH
MALE CITIZEN,FEMALE CARRIER BRIDGE TECH
THE SENATOR,FEMALE CARRIER BRIDGE TECH
MALE REPORTER,FEMALE CARRIER BRIDGE TECH
WAITRESS,FEMALE CARRIER BRIDGE TECH
GERMAN OLD MAN,FEMALE CARRIER BRIDGE TECH
YOUNG COP,FEMALE CARRIER BRIDGE TECH
JET PILOT,FEMALE CARRIER BRIDGE TECH
SHIELD WORKER,FEMALE CARRIER BRIDGE TECH
POLICE SERGEANT,FEMALE CARRIER BRIDGE TECH
YOUNG GIRL,FEMALE CARRIER BRIDGE TECH
MALE AGENT,FEMALE CARRIER BRIDGE TECH
REPORTER,FEMALE CARRIER BRIDGE TECH
PILOT,FEMALE CARRIER BRIDGE TECH
GEORGI LUCHKOV,FEMALE CARRIER BRIDGE TECH
INTERCOM VOICE,FEMALE CARRIER BRIDGE TECH
THE OTHER,FEMALE CARRIER BRIDGE TECH
JAPSER SITWELL,FEMALE CARRIER BRIDGE TECH
STAN LEE,FEMALE CARRIER BRIDGE TECH
SHIELD AGENT,FEMALE CARRIER BRIDGE TECH
SECURITY GUARD,FEMALE CARRIER BRIDGE TECH
HULK,FEMALE CARRIER BRIDGE TECH
MARIA HILL,FEMALE CARRIER BRIDGE TECH
PEGGY CARTER,FEMALE CARRIER BRIDGE TECH
PHIL COULSON,FEMALE CARRIER BRIDGE TECH
JARVIS,FEMALE CARRIER BRIDGE TECH
LOKI,FEMALE CARRIER BRIDGE TECH
NICK FURY,FEMALE CARRIER BRIDGE TECH
PEPPER POTTS,FEMALE CARRIER BRIDGE TECH
NATASHA ROMANOFF,FEMALE CARRIER BRIDGE TECH
THOR,FEMALE CARRIER BRIDGE TECH
STEVE ROGERS,FEMALE CARRIER BRIDGE TECH
TONY STARK,FEMALE CARRIER BRIDGE TECH
MAINTENANCE GUY,GERMAN OLD MAN
WEASELLY THUG,GERMAN OLD MAN
NASA SCIENTIST,GERMAN OLD MAN
YOUNG SHIELD PILOT,GERMAN OLD MAN
HELICARRIER INTERCOM,GERMAN OLD MAN
SCIENTIST,GERMAN OLD MAN
OFF SCREEN WORKER,GERMAN OLD MAN
WIFE,GERMAN OLD MAN
SHIELD ENGINEER,GERMAN OLD MAN
HUSBAND,GERMAN OLD MAN
NOVAR,GERMAN OLD MAN
MALE CITIZEN,GERMAN OLD MAN
THE SENATOR,GERMAN OLD MAN
MALE REPORTER,GERMAN OLD MAN
WAITRESS,GERMAN OLD MAN
YOUNG COP,GERMAN OLD MAN
JET PILOT,GERMAN OLD MAN
SHIELD WORKER,GERMAN OLD MAN
POLICE SERGEANT,GERMAN OLD MAN
YOUNG GIRL,GERMAN OLD MAN
MALE AGENT,GERMAN OLD MAN
REPORTER,GERMAN OLD MAN
PILOT,GERMAN OLD MAN
INTERCOM VOICE,GERMAN OLD MAN
THE OTHER,GERMAN OLD MAN
JAPSER SITWELL,GERMAN OLD MAN
STAN LEE,GERMAN OLD MAN
SHIELD AGENT,GERMAN OLD MAN
SECURITY GUARD,GERMAN OLD MAN
HULK,GERMAN OLD MAN
MARIA HILL,GERMAN OLD MAN
PEGGY CARTER,GERMAN OLD MAN
PHIL COULSON,GERMAN OLD MAN
JARVIS,GERMAN OLD MAN
LOKI,GERMAN OLD MAN
NICK FURY,GERMAN OLD MAN
PEPPER POTTS,GERMAN OLD MAN
NATASHA ROMANOFF,GERMAN OLD MAN
THOR,GERMAN OLD MAN
STEVE ROGERS,GERMAN OLD MAN
TONY STARK,GERMAN OLD MAN
WEASELLY THUG,WAITRESS
YOUNG SHIELD PILOT,WAITRESS
WIFE,WAITRESS
YOUNG COP,WAITRESS
YOUNG GIRL,WAITRESS
WEASELLY THUG,MALE REPORTER
NASA SCIENTIST,MALE REPORTER
YOUNG SHIELD PILOT,MALE REPORTER
SCIENTIST,MALE REPORTER
OFF SCREEN WORKER,MALE REPORTER
WIFE,MALE REPORTER
SHIELD ENGINEER,MALE REPORTER
NOVAR,MALE REPORTER
THE SENATOR,MALE REPORTER
WAITRESS,MALE REPORTER
YOUNG COP,MALE REPORTER
SHIELD WORKER,MALE REPORTER
POLICE SERGEANT,MALE REPORTER
YOUNG GIRL,MALE REPORTER
REPORTER,MALE REPORTER
PILOT,MALE REPORTER
THE OTHER,MALE REPORTER
STAN LEE,MALE REPORTER
SHIELD AGENT,MALE REPORTER
SECURITY GUARD,MALE REPORTER
MARIA HILL,MALE REPORTER
PEGGY CARTER,MALE REPORTER
PHIL COULSON,MALE REPORTER
NICK FURY,MALE REPORTER
PEPPER POTTS,MALE REPORTER
NATASHA ROMANOFF,MALE REPORTER
THOR,MALE REPORTER
STEVE ROGERS,MALE REPORTER
TONY STARK,MALE REPORTER
WEASELLY THUG,THE SENATOR
YOUNG SHIELD PILOT,THE SENATOR
WIFE,THE SENATOR
WAITRESS,THE SENATOR
YOUNG COP,THE SENATOR
YOUNG GIRL,THE SENATOR
THOR,THE SENATOR
TONY STARK,THE SENATOR
WEASELLY THUG,MALE CITIZEN
NASA SCIENTIST,MALE CITIZEN
YOUNG SHIELD PILOT,MALE CITIZEN
SCIENTIST,MALE CITIZEN
OFF SCREEN WORKER,MALE CITIZEN
WIFE,MALE CITIZEN
SHIELD ENGINEER,MALE CITIZEN
NOVAR,MALE CITIZEN
THE SENATOR,MALE CITIZEN
MALE REPORTER,MALE CITIZEN
WAITRESS,MALE CITIZEN
YOUNG COP,MALE CITIZEN
SHIELD WORKER,MALE CITIZEN
POLICE SERGEANT,MALE CITIZEN
YOUNG GIRL,MALE CITIZEN
REPORTER,MALE CITIZEN
PILOT,MALE CITIZEN
THE OTHER,MALE CITIZEN
STAN LEE,MALE CITIZEN
SHIELD AGENT,MALE CITIZEN
SECURITY GUARD,MALE CITIZEN
MARIA HILL,MALE CITIZEN
PEGGY CARTER,MALE CITIZEN
PHIL COULSON,MALE CITIZEN
NICK FURY,MALE CITIZEN
PEPPER POTTS,MALE CITIZEN
NATASHA ROMANOFF,MALE CITIZEN
THOR,MALE CITIZEN
STEVE ROGERS,MALE CITIZEN
TONY STARK,MALE CITIZEN
WEASELLY THUG,NOVAR
YOUNG SHIELD PILOT,NOVAR
SCIENTIST,NOVAR
OFF SCREEN WORKER,NOVAR
WIFE,NOVAR
SHIELD ENGINEER,NOVAR
THE SENATOR,NOVAR
WAITRESS,NOVAR
YOUNG COP,NOVAR
SHIELD WORKER,NOVAR
POLICE SERGEANT,NOVAR
YOUNG GIRL,NOVAR
REPORTER,NOVAR
PILOT,NOVAR
THE OTHER,NOVAR
STAN LEE,NOVAR
SHIELD AGENT,NOVAR
SECURITY GUARD,NOVAR
PEGGY CARTER,NOVAR
PHIL COULSON,NOVAR
PEPPER POTTS,NOVAR
THOR,NOVAR
STEVE ROGERS,NOVAR
TONY STARK,NOVAR
MAINTENANCE GUY,HUSBAND
WEASELLY THUG,HUSBAND
NASA SCIENTIST,HUSBAND
YOUNG SHIELD PILOT,HUSBAND
SCIENTIST,HUSBAND
OFF SCREEN WORKER,HUSBAND
WIFE,HUSBAND
SHIELD ENGINEER,HUSBAND
NOVAR,HUSBAND
MALE CITIZEN,HUSBAND
THE SENATOR,HUSBAND
MALE REPORTER,HUSBAND
WAITRESS,HUSBAND
YOUNG COP,HUSBAND
JET PILOT,HUSBAND
SHIELD WORKER,HUSBAND
POLICE SERGEANT,HUSBAND
YOUNG GIRL,HUSBAND
MALE AGENT,HUSBAND
REPORTER,HUSBAND
PILOT,HUSBAND
INTERCOM VOICE,HUSBAND
THE OTHER,HUSBAND
JAPSER SITWELL,HUSBAND
STAN LEE,HUSBAND
SHIELD AGENT,HUSBAND
SECURITY GUARD,HUSBAND
MARIA HILL,HUSBAND
PEGGY CARTER,HUSBAND
PHIL COULSON,HUSBAND
JARVIS,HUSBAND
LOKI,HUSBAND
NICK FURY,HUSBAND
PEPPER POTTS,HUSBAND
NATASHA ROMANOFF,HUSBAND
THOR,HUSBAND
STEVE ROGERS,HUSBAND
TONY STARK,HUSBAND
WEASELLY THUG,SHIELD ENGINEER
YOUNG SHIELD PILOT,SHIELD ENGINEER
WIFE,SHIELD ENGINEER
THE SENATOR,SHIELD ENGINEER
WAITRESS,SHIELD ENGINEER
YOUNG COP,SHIELD ENGINEER
SHIELD WORKER,SHIELD ENGINEER
YOUNG GIRL,SHIELD ENGINEER
THE OTHER,SHIELD ENGINEER
STAN LEE,SHIELD ENGINEER
THOR,SHIELD ENGINEER
STEVE ROGERS,SHIELD ENGINEER
TONY STARK,SHIELD ENGINEER
YOUNG SHIELD PILOT,WIFE
YOUNG COP,WIFE
YOUNG GIRL,WIFE
MAINTENANCE GUY,CALCUTTA WOMAN
WEASELLY THUG,CALCUTTA WOMAN
NASA SCIENTIST,CALCUTTA WOMAN
COUNCILMAN 2,CALCUTTA WOMAN
YOUNG SHIELD PILOT,CALCUTTA WOMAN
HELICARRIER INTERCOM,CALCUTTA WOMAN
FEMALE CITIZEN,CALCUTTA WOMAN
SCIENTIST,CALCUTTA WOMAN
OFF SCREEN WORKER,CALCUTTA WOMAN
FACELESS PILOT,CALCUTTA WOMAN
WIFE,CALCUTTA WOMAN
SHIELD ENGINEER,CALCUTTA WOMAN
HUSBAND,CALCUTTA WOMAN
NOVAR,CALCUTTA WOMAN
MALE CITIZEN,CALCUTTA WOMAN
THE SENATOR,CALCUTTA WOMAN
MALE REPORTER,CALCUTTA WOMAN
WAITRESS,CALCUTTA WOMAN
GERMAN OLD MAN,CALCUTTA WOMAN
FEMALE CARRIER BRIDGE TECH,CALCUTTA WOMAN
YOUNG COP,CALCUTTA WOMAN
JET PILOT,CALCUTTA WOMAN
SHIELD WORKER,CALCUTTA WOMAN
CARRIER BRIDGE TECH 1,CALCUTTA WOMAN
POLICE SERGEANT,CALCUTTA WOMAN
YOUNG GIRL,CALCUTTA WOMAN
MALE AGENT,CALCUTTA WOMAN
REPORTER,CALCUTTA WOMAN
PILOT,CALCUTTA WOMAN
COUNCILWOMAN,CALCUTTA WOMAN
GEORGI LUCHKOV,CALCUTTA WOMAN
INTERCOM VOICE,CALCUTTA WOMAN
THE OTHER,CALCUTTA WOMAN
JAPSER SITWELL,CALCUTTA WOMAN
COUNCILMAN,CALCUTTA WOMAN
STAN LEE,CALCUTTA WOMAN
SHIELD AGENT,CALCUTTA WOMAN
SECURITY GUARD,CALCUTTA WOMAN
HULK,CALCUTTA WOMAN
MARIA HILL,CALCUTTA WOMAN
PEGGY CARTER,CALCUTTA WOMAN
PHIL COULSON,CALCUTTA WOMAN
ERIK SELVIG,CALCUTTA WOMAN
JARVIS,CALCUTTA WOMAN
CLINT BARTON,CALCUTTA WOMAN
LOKI,CALCUTTA WOMAN
NICK FURY,CALCUTTA WOMAN
PEPPER POTTS,CALCUTTA WOMAN
NATASHA ROMANOFF,CALCUTTA WOMAN
THOR,CALCUTTA WOMAN
STEVE ROGERS,CALCUTTA WOMAN
TONY STARK,CALCUTTA WOMAN
MAINTENANCE GUY,FACELESS PILOT
WEASELLY THUG,FACELESS PILOT
NASA SCIENTIST,FACELESS PILOT
YOUNG SHIELD PILOT,FACELESS PILOT
HELICARRIER INTERCOM,FACELESS PILOT
FEMALE CITIZEN,FACELESS PILOT
SCIENTIST,FACELESS PILOT
OFF SCREEN WORKER,FACELESS PILOT
WIFE,FACELESS PILOT
SHIELD ENGINEER,FACELESS PILOT
HUSBAND,FACELESS PILOT
NOVAR,FACELESS PILOT
MALE CITIZEN,FACELESS PILOT
THE SENATOR,FACELESS PILOT
MALE REPORTER,FACELESS PILOT
WAITRESS,FACELESS PILOT
GERMAN OLD MAN,FACELESS PILOT
FEMALE CARRIER BRIDGE TECH,FACELESS PILOT
YOUNG COP,FACELESS PILOT
JET PILOT,FACELESS PILOT
SHIELD WORKER,FACELESS PILOT
POLICE SERGEANT,FACELESS PILOT
YOUNG GIRL,FACELESS PILOT
MALE AGENT,FACELESS PILOT
REPORTER,FACELESS PILOT
PILOT,FACELESS PILOT
GEORGI LUCHKOV,FACELESS PILOT
INTERCOM VOICE,FACELESS PILOT
THE OTHER,FACELESS PILOT
JAPSER SITWELL,FACELESS PILOT
STAN LEE,FACELESS PILOT
SHIELD AGENT,FACELESS PILOT
SECURITY GUARD,FACELESS PILOT
HULK,FACELESS PILOT
MARIA HILL,FACELESS PILOT
PEGGY CARTER,FACELESS PILOT
PHIL COULSON,FACELESS PILOT
JARVIS,FACELESS PILOT
LOKI,FACELESS PILOT
NICK FURY,FACELESS PILOT
PEPPER POTTS,FACELESS PILOT
NATASHA ROMANOFF,FACELESS PILOT
THOR,FACELESS PILOT
STEVE ROGERS,FACELESS PILOT
TONY STARK,FACELESS PILOT
WEASELLY THUG,OFF SCREEN WORKER
YOUNG SHIELD PILOT,OFF SCREEN WORKER
SCIENTIST,OFF SCREEN WORKER
WIFE,OFF SCREEN WORKER
SHIELD ENGINEER,OFF SCREEN WORKER
THE SENATOR,OFF SCREEN WORKER
WAITRESS,OFF SCREEN WORKER
YOUNG COP,OFF SCREEN WORKER
SHIELD WORKER,OFF SCREEN WORKER
POLICE SERGEANT,OFF SCREEN WORKER
YOUNG GIRL,OFF SCREEN WORKER
REPORTER,OFF SCREEN WORKER
PILOT,OFF SCREEN WORKER
THE OTHER,OFF SCREEN WORKER
STAN LEE,OFF SCREEN WORKER
SHIELD AGENT,OFF SCREEN WORKER
SECURITY GUARD,OFF SCREEN WORKER
PEGGY CARTER,OFF SCREEN WORKER
PHIL COULSON,OFF SCREEN WORKER
PEPPER POTTS,OFF SCREEN WORKER
THOR,OFF SCREEN WORKER
STEVE ROGERS,OFF SCREEN WORKER
TONY STARK,OFF SCREEN WORKER
WEASELLY THUG,SCIENTIST
YOUNG SHIELD PILOT,SCIENTIST
WIFE,SCIENTIST
SHIELD ENGINEER,SCIENTIST
THE SENATOR,SCIENTIST
WAITRESS,SCIENTIST
YOUNG COP,SCIENTIST
SHIELD WORKER,SCIENTIST
YOUNG GIRL,SCIENTIST
THE OTHER,SCIENTIST
STAN LEE,SCIENTIST
SHIELD AGENT,SCIENTIST
SECURITY GUARD,SCIENTIST
THOR,SCIENTIST
STEVE ROGERS,SCIENTIST
TONY STARK,SCIENTIST
MAINTENANCE GUY,FEMALE CITIZEN
WEASELLY THUG,FEMALE CITIZEN
NASA SCIENTIST,FEMALE CITIZEN
YOUNG SHIELD PILOT,FEMALE CITIZEN
HELICARRIER INTERCOM,FEMALE CITIZEN
SCIENTIST,FEMALE CITIZEN
OFF SCREEN WORKER,FEMALE CITIZEN
WIFE,FEMALE CITIZEN
SHIELD ENGINEER,FEMALE CITIZEN
